Product_ID,Product_Title,Product_Type,Product_Published_At,Product_Variant_Id,Variant_Price,Variant_Inventory_Quantity,Variant_Created_At,Product_Created_At,Variant_Title,Option_Names,Option_Values,Image_Ids,Image_Sources
8755333234942,"Celebrate Love with Valentine’s Gift Set : Tumbler, Loyka Delights & Card",gifts,2025-01-27T05:20:41Z,46210043412734,899,50,2025-01-27T05:20:44Z,2025-01-27T05:20:41Z,White,color,Black,43754286219518,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/14_2bdbbd46-a756-4922-8a36-5d8964b3d833.jpg?v=1737957433
8755333234942,"Celebrate Love with Valentine’s Gift Set : Tumbler, Loyka Delights & Card",gifts,2025-01-27T05:20:41Z,46210043445502,899,50,2025-01-27T05:20:44Z,2025-01-27T05:20:41Z,Red,color,Black,43754286219518,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/14_2bdbbd46-a756-4922-8a36-5d8964b3d833.jpg?v=1737957433
8755333234942,"Celebrate Love with Valentine’s Gift Set : Tumbler, Loyka Delights & Card",gifts,2025-01-27T05:20:41Z,46210043478270,899,50,2025-01-27T05:20:44Z,2025-01-27T05:20:41Z,Blue,color,Black,43754286219518,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/14_2bdbbd46-a756-4922-8a36-5d8964b3d833.jpg?v=1737957433
8755333234942,"Celebrate Love with Valentine’s Gift Set : Tumbler, Loyka Delights & Card",gifts,2025-01-27T05:20:41Z,46210043511038,899,50,2025-01-27T05:20:44Z,2025-01-27T05:20:41Z,Green,color,Black,43754286219518,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/14_2bdbbd46-a756-4922-8a36-5d8964b3d833.jpg?v=1737957433
8754420711678,"Personalized Valentine Gifts : Tumbler, Loyka Sweets & Valentine Card - White",gifts,2025-01-24T13:26:19Z,46206400004350,899,100,2025-01-24T13:26:22Z,2025-01-24T13:26:19Z,Default Title,Title,Default Title,43754879844606,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/46.jpg?v=1737724789
8754418745598,"Customized Valentine's Day Gifts : Tumbler, Loyka Sweets & Valentine Card",gifts,2025-01-24T13:12:47Z,46206389616894,899,98,2025-01-24T13:12:50Z,2025-01-24T13:12:47Z,Default Title,Title,Default Title,43754759356670,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/36_141dfbbe-bd5f-4b77-90c8-6ca2bd76a0ff.jpg?v=1737723226
8754381455614,"Personalized Valentine's Day Gifts : 734 Tumbler, Loyka Sweets & Love Card - Blue",gifts,2025-01-24T12:42:52Z,46206245208318,899,100,2025-01-24T12:42:56Z,2025-01-24T12:42:52Z,Default Title,Title,Default Title,43754544201982,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/23.jpg?v=1737720425
8754375295230,Personalized 734 Tumbler with Loyka Sweets & Black Valentine Card - Perfect Valentine's Gifts,gifts,2025-01-24T12:24:21Z,46206220927230,899,100,2025-01-24T12:24:24Z,2025-01-24T12:24:21Z,Default Title,Title,Default Title,43754544300286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/18_5875d990-f442-4b0e-9e6d-d18696899b0a.jpg?v=1737720425
8754369462526,Valentine's Day Special : Custom Tumbler with Loyka Sweets & Love Card,gifts,2025-01-24T11:56:40Z,46206206443774,899,100,2025-01-24T11:56:43Z,2025-01-24T11:56:40Z,Default Title,Title,Default Title,43754296672510,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/9_1590db75-f625-42c1-b765-427ff5ec2109.jpg?v=1737717386
8754365759742,Eco-Friendly Corporate Gift Set,gifts,2025-01-24T11:36:23Z,46206197268734,2995,1000,2025-01-24T11:36:25Z,2025-01-24T11:36:23Z,1 Qty,QTY,1 Qty,43754383048958,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Eco-FriendlyCorporateGiftSet-giftana.webp?v=1737718230
8754365759742,Eco-Friendly Corporate Gift Set,gifts,2025-01-24T11:36:23Z,46206197137662,29950,50,2025-01-24T11:36:25Z,2025-01-24T11:36:23Z,10 Qty,QTY,1 Qty,43754383048958,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Eco-FriendlyCorporateGiftSet-giftana.webp?v=1737718230
8754365759742,Eco-Friendly Corporate Gift Set,gifts,2025-01-24T11:36:23Z,46206197170430,74875,100,2025-01-24T11:36:25Z,2025-01-24T11:36:23Z,25 Qty,QTY,1 Qty,43754383048958,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Eco-FriendlyCorporateGiftSet-giftana.webp?v=1737718230
8754365759742,Eco-Friendly Corporate Gift Set,gifts,2025-01-24T11:36:23Z,46206197203198,149750,500,2025-01-24T11:36:25Z,2025-01-24T11:36:23Z,50 Qty,QTY,1 Qty,43754383048958,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Eco-FriendlyCorporateGiftSet-giftana.webp?v=1737718230
8754365759742,Eco-Friendly Corporate Gift Set,gifts,2025-01-24T11:36:23Z,46206197235966,299500,1000,2025-01-24T11:36:25Z,2025-01-24T11:36:23Z,100 Qty,QTY,1 Qty,43754383048958,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Eco-FriendlyCorporateGiftSet-giftana.webp?v=1737718230
8754325913854,Belgian Chocolate - Choco Filled Cones,gifts,2025-01-24T10:46:57Z,46206099620094,50,25,2025-01-24T10:46:58Z,2025-01-24T10:46:57Z,Default Title,Title,Default Title,43754227433726,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/WhatsAppImage2025-01-23at2.48.08PM.jpg?v=1737715464
8754320507134,"Best Corporate Gifting Solution : 8-in-1 Personalized Set with Bottle, Tumbler, Pen, Desk Clock, Keychain & More",gifts,2025-01-24T09:47:13Z,46206071931134,2599,100,2025-01-24T09:47:16Z,2025-01-24T09:47:13Z,Default Title,Title,Default Title,43498577101054,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_desk_clock_-_Grey_silver_02.jpg?v=1738060686
8754301698302,Personalized Corporate Gifts : 8-in-1 Silver Bottle Set for Employees,gifts,2025-01-24T07:35:39Z,46205823418622,2599,100,2025-01-24T07:35:43Z,2025-01-24T07:35:39Z,Default Title,Title,Default Title,43418668433662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_3-in-1_Gift_Set_Card_Holder_with_Pen_Keychain_-_Black_02.jpg?v=1738060686
8753827774718,Customized Ladies Wallet & Pouch Set - Gifts for Women,gifts,2025-01-23T08:16:53Z,46202425966846,1295,50,2025-01-23T08:16:56Z,2025-01-23T08:16:53Z,Green,color,Green,43172381425918,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Green_Personalized_Purse_31f7bdae-19d6.jpg?v=1738134572
8753827774718,Customized Ladies Wallet & Pouch Set - Gifts for Women,gifts,2025-01-23T08:16:53Z,46202425999614,1295,50,2025-01-23T08:16:56Z,2025-01-23T08:16:53Z,Brown,color,Green,43172381425918,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Green_Personalized_Purse_31f7bdae-19d6.jpg?v=1738134572
8753818042622,"Customized Gifts for Women : Custom Pen, Keychain, Womens Wallet & Pouch",gifts,2025-01-23T07:43:04Z,46202393493758,1695,50,2025-01-23T07:43:07Z,2025-01-23T07:43:04Z,Green,Color,Green,43384323834110,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Travel_Pouch_with_Name_Charm_01.jpg?v=1737611980
8753818042622,"Customized Gifts for Women : Custom Pen, Keychain, Womens Wallet & Pouch",gifts,2025-01-23T07:43:04Z,46202393526526,1695,50,2025-01-23T07:43:07Z,2025-01-23T07:43:04Z,Brown,Color,Green,43384323834110,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Travel_Pouch_with_Name_Charm_01.jpg?v=1737611980
8753805656318,"Customized Travel Gift Set : Ladies Purse, Travel Pouch, Passport Tag & Passport Cover",gifts,2025-01-23T07:08:11Z,46202368983294,2095,50,2025-01-23T07:08:14Z,2025-01-23T07:08:11Z,Green,Color,Green,43172267098366,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/luggage_-tag.jpg?v=1737550727
8753805656318,"Customized Travel Gift Set : Ladies Purse, Travel Pouch, Passport Tag & Passport Cover",gifts,2025-01-23T07:08:11Z,46202369016062,2095,50,2025-01-23T07:08:14Z,2025-01-23T07:08:11Z,Brown,Color,Green,43172267098366,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/luggage_-tag.jpg?v=1737550727
8753781670142,"Personalized Travel Gift Set : Luggage Tag, Keychain, Pouch & Passport Cover",gifts,2025-01-23T06:26:25Z,46202308231422,1695,100,2025-01-23T06:26:29Z,2025-01-23T06:26:25Z,Green,Color,Green,43291387560190,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Tan.jpg?v=1736774274
8753781670142,"Personalized Travel Gift Set : Luggage Tag, Keychain, Pouch & Passport Cover",gifts,2025-01-23T06:26:25Z,46202308264190,1695,50,2025-01-23T06:26:29Z,2025-01-23T06:26:25Z,Brown,Color,Green,43291387560190,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Tan.jpg?v=1736774274
8753762763006,Personalized Ladies Wallet & Rubber Bottle : gift set for her,gifts,2025-01-23T05:39:48Z,46202241188094,1495,50,2025-01-23T05:39:52Z,2025-01-23T05:39:48Z,Red,Color,Red,43639653040382,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/red-bottle_rubber.jpg?v=1736770180
8753762763006,Personalized Ladies Wallet & Rubber Bottle : gift set for her,gifts,2025-01-23T05:39:48Z,46202241220862,1495,50,2025-01-23T05:39:52Z,2025-01-23T05:39:48Z,Black,Color,Red,43639653040382,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/red-bottle_rubber.jpg?v=1736770180
8753762763006,Personalized Ladies Wallet & Rubber Bottle : gift set for her,gifts,2025-01-23T05:39:48Z,46202241253630,1495,50,2025-01-23T05:39:52Z,2025-01-23T05:39:48Z,Green,Color,Red,43639653040382,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/red-bottle_rubber.jpg?v=1736770180
8753428300030,Customized Passport Cover & Luggage Tag - Travel Gift Set,gifts,2025-01-22T13:11:32Z,46201134285054,895,50,2025-01-22T13:11:36Z,2025-01-22T13:11:32Z,Green,Color,Green,43172267098366,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/luggage_-tag.jpg?v=1737550727
8753428300030,Customized Passport Cover & Luggage Tag - Travel Gift Set,gifts,2025-01-22T13:11:32Z,46201134317822,895,50,2025-01-22T13:11:36Z,2025-01-22T13:11:32Z,Brown,Color,Green,43172267098366,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/luggage_-tag.jpg?v=1737550727
8753370267902,"Customized Travel Set : Sunglasses Case, Luggage Tag, Passport Cover & Keychain",gifts,2025-01-22T11:29:31Z,46201019105534,1495,49,2025-01-22T11:30:39Z,2025-01-22T11:29:32Z,Brown,Color,Brown,43172264050942,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/3-Passportcovercopy.jpg?v=1736773727
8753370267902,"Customized Travel Set : Sunglasses Case, Luggage Tag, Passport Cover & Keychain",gifts,2025-01-22T11:29:31Z,46201019138302,1495,50,2025-01-22T11:30:39Z,2025-01-22T11:29:32Z,Green,Color,Brown,43172264050942,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/3-Passportcovercopy.jpg?v=1736773727
8753355358462,"Elegant Tan Gift Set For Him : Wallet, Keychain & Sunglass Case",gifts,2025-01-22T10:37:26Z,46200973459710,1195,50,2025-01-22T10:37:30Z,2025-01-22T10:37:26Z,Green,Color,Green,43291405484286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Green.jpg?v=1737611980
8753355358462,"Elegant Tan Gift Set For Him : Wallet, Keychain & Sunglass Case",gifts,2025-01-22T10:37:26Z,46200973492478,1195,50,2025-01-22T10:37:30Z,2025-01-22T10:37:26Z,Brown,Color,Green,43291405484286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Green.jpg?v=1737611980
8753320395006,"Travel in Style with Men's Gift set Wallet, Keychain, Passport Cover & Sunglass Case",gifts,2025-01-22T08:22:17Z,46200858968318,1595,50,2025-01-22T08:22:21Z,2025-01-22T08:22:17Z,Green,Color,Green,43632732209406,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/green-mini_passport.jpg?v=1737611980
8753320395006,"Travel in Style with Men's Gift set Wallet, Keychain, Passport Cover & Sunglass Case",gifts,2025-01-22T08:22:17Z,46200859001086,1595,50,2025-01-22T08:22:21Z,2025-01-22T08:22:17Z,Brown,Color,Green,43632732209406,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/green-mini_passport.jpg?v=1737611980
8753314136318,"Ladies Wallet, Keychain & Sunglass Case - Personalized Gifts for wife",gifts,2025-01-22T07:40:31Z,46200827281662,1295,50,2025-01-22T07:40:35Z,2025-01-22T07:40:31Z,Brown,Color,Brown,43291405484286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Green.jpg?v=1737611980
8753314136318,"Ladies Wallet, Keychain & Sunglass Case - Personalized Gifts for wife",gifts,2025-01-22T07:40:31Z,46200827314430,1295,50,2025-01-22T07:40:35Z,2025-01-22T07:40:31Z,Green,Color,Brown,43291405484286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Green.jpg?v=1737611980
8753314103550,"Ladies Wallet, Keychain & Sunglass Case - Personalized Gifts for her",gifts,,46200826822910,0,0,2025-01-22T07:40:30Z,2025-01-22T07:40:29Z,Brown,Color,Brown,43291405484286,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Green.jpg?v=1737611980
8753308336382,"Sunglass Case, Wallet, Keychain & Passport Cover - Personalized Gift for Her",gifts,2025-01-22T07:00:28Z,46200789238014,1745,50,2025-01-22T07:00:31Z,2025-01-22T07:00:28Z,Green,Color,Green,43291387560190,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Tan.jpg?v=1736774274
8753308336382,"Sunglass Case, Wallet, Keychain & Passport Cover - Personalized Gift for Her",gifts,2025-01-22T07:00:28Z,46200789270782,1745,50,2025-01-22T07:00:31Z,2025-01-22T07:00:28Z,Brown,Color,Green,43291387560190,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Keychain_with_Hook_-_Tan.jpg?v=1736774274
8753287758078,Vegan Wallet & Metal Pen with Mr. charm – Personalized Gifts for him,gifts,2025-01-22T05:55:01Z,46200703156478,645,50,2025-01-22T05:55:04Z,2025-01-22T05:55:01Z,Black,color,Black,43668399259902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/brown_gold.jpg?v=1736774120
8753287758078,Vegan Wallet & Metal Pen with Mr. charm – Personalized Gifts for him,gifts,2025-01-22T05:55:01Z,46200703189246,645,50,2025-01-22T05:55:04Z,2025-01-22T05:55:01Z,Green,color,Black,43668399259902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/brown_gold.jpg?v=1736774120
8753287758078,Vegan Wallet & Metal Pen with Mr. charm – Personalized Gifts for him,gifts,2025-01-22T05:55:01Z,46200703222014,645,50,2025-01-22T05:55:04Z,2025-01-22T05:55:01Z,Tan,color,Black,43668399259902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/brown_gold.jpg?v=1736774120
8753281892606,"Personalized Wallet, Pen & Opener Keychain Set - Gifts for him",gifts,2025-01-22T04:58:56Z,46200681234686,759,50,2025-01-22T04:58:58Z,2025-01-22T04:58:56Z,Black,Color,Black,43172178493694,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Bottle_Opener_Metal_Keychain-Brown04.jpg?v=1737523587
8753281892606,"Personalized Wallet, Pen & Opener Keychain Set - Gifts for him",gifts,2025-01-22T04:58:56Z,46200681267454,759,50,2025-01-22T04:58:58Z,2025-01-22T04:58:56Z,Blue,Color,Black,43172178493694,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Bottle_Opener_Metal_Keychain-Brown04.jpg?v=1737523587
8753281892606,"Personalized Wallet, Pen & Opener Keychain Set - Gifts for him",gifts,2025-01-22T04:58:56Z,46200681300222,759,50,2025-01-22T04:58:58Z,2025-01-22T04:58:56Z,Brown,Color,Black,43172178493694,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Bottle_Opener_Metal_Keychain-Brown04.jpg?v=1737523587
8752846012670,Corporate Gifts Online,,2025-01-21T13:14:27Z,46199327490302,0,0,2025-01-21T13:14:29Z,2025-01-21T13:14:28Z,Default Title,Title,Default Title,43172178493694,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Bottle_Opener_Metal_Keychain-Brown04.jpg?v=1737523587
8752717398270,"Gifts for Men : Elegant 4-in-1 sets Wallet, Pen, Keychain & Mini Diary",gifts,2025-01-21T11:37:20Z,46199098867966,995,50,2025-01-21T11:37:23Z,2025-01-21T11:37:20Z,Black,Color,Black,43418668466430,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_3-in-1_Gift_Set_Card_Holder_with_Pen_Keychain_-_Black_04.jpg?v=1738060686
8752717398270,"Gifts for Men : Elegant 4-in-1 sets Wallet, Pen, Keychain & Mini Diary",gifts,2025-01-21T11:37:20Z,46199098900734,995,50,2025-01-21T11:37:23Z,2025-01-21T11:37:20Z,Brown,Color,Black,43418668466430,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_3-in-1_Gift_Set_Card_Holder_with_Pen_Keychain_-_Black_04.jpg?v=1738060686
8752717398270,"Gifts for Men : Elegant 4-in-1 sets Wallet, Pen, Keychain & Mini Diary",gifts,2025-01-21T11:37:20Z,46199098933502,995,50,2025-01-21T11:37:23Z,2025-01-21T11:37:20Z,Blue,Color,Black,43418668466430,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_3-in-1_Gift_Set_Card_Holder_with_Pen_Keychain_-_Black_04.jpg?v=1738060686
8752635281662,"Valentine’s Presents for Wife : Tumbler, Wallet, Chocolates, and Custom Card",gifts,2025-01-21T10:28:20Z,46198971793662,1449,50,2025-01-21T10:28:24Z,2025-01-21T10:28:20Z,Black,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752635281662,"Valentine’s Presents for Wife : Tumbler, Wallet, Chocolates, and Custom Card",gifts,2025-01-21T10:28:20Z,46198971826430,1449,50,2025-01-21T10:28:24Z,2025-01-21T10:28:20Z,Red,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752635281662,"Valentine’s Presents for Wife : Tumbler, Wallet, Chocolates, and Custom Card",gifts,2025-01-21T10:28:20Z,46198971859198,1449,50,2025-01-21T10:28:24Z,2025-01-21T10:28:20Z,Green,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752412033278,"Special Valentine's Gift for Wife : Personalized Jewelry Box, Wallet, Chocolates & card",gifts,2025-01-21T08:26:23Z,46198660530430,2199,50,2025-01-21T08:26:26Z,2025-01-21T08:26:24Z,Green,color,Green,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752412033278,"Special Valentine's Gift for Wife : Personalized Jewelry Box, Wallet, Chocolates & card",gifts,2025-01-21T08:26:23Z,46198660563198,2199,50,2025-01-21T08:26:26Z,2025-01-21T08:26:24Z,Black,color,Green,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752412033278,"Special Valentine's Gift for Wife : Personalized Jewelry Box, Wallet, Chocolates & card",gifts,2025-01-21T08:26:23Z,46198660595966,2199,50,2025-01-21T08:26:26Z,2025-01-21T08:26:24Z,Red,color,Green,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752313204990,"Valentine's Day Gift for Men : Wallet, Chocolates & Card",gifts,2025-01-21T07:34:06Z,46198518284542,849,50,2025-01-21T07:35:29Z,2025-01-21T07:34:06Z,Brown,Color,Brown,43172572397822,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana_abb06ca4-e95e-4622-a2a5-db40db825837.jpg?v=1737715638
8752313204990,"Valentine's Day Gift for Men : Wallet, Chocolates & Card",gifts,2025-01-21T07:34:06Z,46198518317310,849,50,2025-01-21T07:35:29Z,2025-01-21T07:34:06Z,Black,Color,Brown,43172572397822,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana_abb06ca4-e95e-4622-a2a5-db40db825837.jpg?v=1737715638
8752313204990,"Valentine's Day Gift for Men : Wallet, Chocolates & Card",gifts,2025-01-21T07:34:06Z,46198518350078,849,50,2025-01-21T07:35:29Z,2025-01-21T07:34:06Z,Blue,Color,Brown,43172572397822,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana_abb06ca4-e95e-4622-a2a5-db40db825837.jpg?v=1737715638
8752246817022,"Valentine's Day Gift for GF : Jewelry Box, Chocolates & Love Card",gifts,2025-01-21T06:56:34Z,46198436462846,999,50,2025-01-21T06:56:37Z,2025-01-21T06:56:34Z,Black,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752246817022,"Valentine's Day Gift for GF : Jewelry Box, Chocolates & Love Card",gifts,2025-01-21T06:56:34Z,46198436495614,999,50,2025-01-21T06:56:37Z,2025-01-21T06:56:34Z,Green,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752246817022,"Valentine's Day Gift for GF : Jewelry Box, Chocolates & Love Card",gifts,2025-01-21T06:56:34Z,46198436528382,999,50,2025-01-21T06:56:37Z,2025-01-21T06:56:34Z,Red,Color,Black,43172593041662,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/LoykaAlmondBrittleAssorted3pcs-Giftana.jpg?v=1737715816
8752174694654,"Valentine's Day Gifts : Ladies Wallet, Loyka Chocolates, and Love Card",gifts,2025-01-21T06:16:49Z,46198350905598,999,50,2025-01-21T06:16:53Z,2025-01-21T06:16:49Z,red,color,red,43172562075902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana.jpg?v=1737715898
8752174694654,"Valentine's Day Gifts : Ladies Wallet, Loyka Chocolates, and Love Card",gifts,2025-01-21T06:16:49Z,46198350938366,999,50,2025-01-21T06:16:53Z,2025-01-21T06:16:49Z,black,color,red,43172562075902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana.jpg?v=1737715898
8752174694654,"Valentine's Day Gifts : Ladies Wallet, Loyka Chocolates, and Love Card",gifts,2025-01-21T06:16:49Z,46198350971134,999,50,2025-01-21T06:16:53Z,2025-01-21T06:16:49Z,green,color,red,43172562075902,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Loyka_Almond_Brittle_Assorted_3_Pieces_-_giftana.jpg?v=1737715898
8752092610814,Combo Gifts for Couple : Men's PU Wallet & Women's Wallet,gifts,2025-01-21T05:34:23Z,46198253977854,895,50,2025-01-21T05:34:25Z,2025-01-21T05:34:23Z,Black,Color,Black,43485496574206,https://cdn.shopify.com/s/files/1/0675/2416/5886/files/Personalized_Leather_Wallet_with_Name_-_Tan.jpg?v=1737715816
